property_id,transaction_date,property_type,sale_price,purchase_price,buyer_name,seller_name,agent_name,commission_rate,profit
697,1/3/2021,townhouse,421745.36,145625.51,Fifine McArt,Lane Thyer,Gui Tibbotts,0.03,276119.85
698,3/17/2020,apartment,307858.93,393364.77,Annadiana Trobridge,Ugo Markovic,Tansy Siemens,0.1,-85505.84
699,7/19/2020,townhouse,93880.91,809851.75,Joyan Rolinson,Eadmund Bonhome,Matthaeus Lieber,0.02,-715970.84
700,10/6/2021,condo,805760.19,142329.25,Dorree O'Moylane,Iormina Daice,Karlie Wandrack,0.01,663430.94
701,12/28/2020,house,346197.98,733728.99,Guinevere Slatten,Daryle Nisard,Claiborn Rigge,0.09,-387531.01
702,1/26/2021,house,878149.3,114159.93,Deeanne Ianelli,Vickie Briffett,Robbert Aleksic,0.05,763989.37
703,9/9/2020,apartment,91714.99,948099.67,Reinald Boyett,Ingeborg Gritsaev,Fifine Spleving,0.09,-856384.68
704,4/26/2021,house,329638.02,979505.81,Ashia Giacomi,Cory Tailour,Perkin Colliford,0.09,-649867.79
705,11/30/2020,house,520314.44,384299.25,Cullan Faint,Nehemiah Balmer,Warden Druery,0.05,136015.19
706,1/1/2021,house,878985.01,70050.28,Kaylil Stickels,Aileen Barg,Thebault Defew,0.05,808934.73
707,5/10/2021,house,352076.78,292029.63,Raquel Barron,Stanislaw Blockwell,Emilia Ilyushkin,0.02,60047.15
708,11/13/2020,condo,488326.67,131787.03,Holmes Leek,Meryl Buckel,Abra Barthot,0.05,356539.64
709,5/24/2020,house,536539.4,741679.18,Gabbey Ludron,Remus Myles,Ulises Justice,0.07,-205139.78
710,1/8/2020,house,398149.28,538929.32,Rusty Ottery,Avis Heading,Bettine Garmans,0.02,-140780.04
711,7/21/2021,townhouse,172814.29,584812.04,Jo Selesnick,Pauline Pakenham,Knox Rideout,0.06,-411997.75
712,12/4/2020,condo,570526.31,184879.23,Thayne Woolfall,Alessandro Kleen,Art Robertshaw,0.08,385647.08
713,11/16/2020,apartment,208335.33,851857.11,Moishe Vaune,Hardy Benitti,Bartlet Wegenen,0.04,-643521.78
714,8/8/2020,apartment,999774.43,958704.39,Kevan Robson,Pat Sandbach,Gabriella Lindop,0.03,41070.04
715,7/24/2020,townhouse,375042.38,642293.37,Adi Frigot,Jarib Eleshenar,Nobie Kelk,0.02,-267250.99
716,12/5/2020,condo,255302.1,811135.28,Kasey MacMeanma,Arin Speachley,Benita Ciccarelli,0.06,-555833.18
717,10/25/2021,apartment,171566.76,985729.76,Huberto Simonazzi,Miranda Arondel,Gerianne Senner,0.08,-814163.0
718,8/13/2021,townhouse,994829.12,903947.26,Hinze Sargant,Theressa Beresfore,Isador Boissier,0.08,90881.86
719,11/23/2021,apartment,773487.58,204861.37,Genvieve Falconer-Taylor,Thebault Greenlees,Tani Getcliffe,0.01,568626.21
720,2/8/2020,townhouse,389445.22,770236.14,Ric Jakubovits,Leslie Jeskins,Lorita Bladesmith,0.07,-380790.92
721,2/1/2021,house,287868.98,366792.09,Otha Musprat,Gino Dehm,Gizela Baiden,0.02,-78923.11
722,1/15/2021,apartment,520659.95,219089.83,Stanislaw Comfort,Matt Cattemull,Dorolisa Kingsnod,0.1,301570.12
723,4/27/2021,apartment,691345.64,317439.42,Marta Leveritt,Gibb Vatcher,Cecile McKue,0.06,373906.22
724,4/27/2020,apartment,932496.98,91070.79,Rhiamon Nibley,Cyndia McCully,Loria Rookes,0.07,841426.19
725,4/3/2021,house,439921.23,531918.17,Ginevra Truesdale,Jenelle Sealand,Hanson Southcomb,0.04,-91996.94
726,4/19/2021,house,369389.66,272515.3,Nina Jeness,Jaquenetta Androli,Ave Simcoe,0.08,96874.36
727,5/25/2020,apartment,665535.79,180946.43,Pascal Cornhill,Inez Gritsunov,Calley Pybworth,0.04,484589.36
728,10/12/2020,townhouse,167010.88,947431.4,Ichabod Osgood,Pierce Bathurst,Brandise Sonier,0.06,-780420.52
729,9/12/2021,condo,303885.47,107162.65,Dannye Stoner,Everett O'Corrin,Jacquie Braune,0.09,196722.82
730,10/4/2021,apartment,891727.14,529420.18,Barde De Meis,Shane Widdop,Marilin Waghorne,0.02,362306.96
731,3/9/2020,house,140459.4,191983.95,Poul Ginni,Wood Brind,Veriee Tunnicliff,0.02,-51524.55
732,6/22/2021,condo,305959.09,944644.02,Tonnie Aysh,Nadya Creaven,Hailey Statersfield,0.07,-638684.93
733,2/15/2020,condo,297841.85,549207.43,Melody Yole,Eimile Parratt,Eleonora Dibdall,0.06,-251365.58
734,5/31/2021,apartment,640519.13,412050.43,Parrnell Creebo,Stavro Geany,Lenci Galletley,0.04,228468.7
735,3/18/2020,house,398481.11,866102.15,Dorry Fludder,Brett Wheal,Timmy Connett,0.07,-467621.04
736,1/31/2021,townhouse,145455.0,927293.59,Cassie Mitrikhin,Bette Croisdall,Paule Biggs,0.06,-781838.59
737,12/21/2020,townhouse,271061.8,554711.97,Clevie Catt,Mayer Bedder,Caroline Jaycox,0.1,-283650.17
738,2/13/2021,townhouse,283206.58,651479.21,Isadore Tewkesbury.,Silvana Greenroa,Alvinia Stollberg,0.08,-368272.63
739,3/9/2021,house,608953.27,454721.74,Pam Blayney,Selby Ludvigsen,Willem Gallanders,0.1,154231.53
740,12/9/2020,townhouse,779808.36,679646.1,Balduin Blesdill,Onfre Volks,Feodora Dearman,0.01,100162.26
741,12/29/2020,townhouse,51745.34,369079.23,Ferne Rathborne,Meryl Northam,Melony Derycot,0.05,-317333.89
742,10/28/2021,house,926493.48,791830.27,Carlen Whight,Lannie Ricioppo,Willdon Calver,0.02,134663.21
743,7/6/2020,house,192469.19,987899.93,Rosamond Brennan,Cari Gruszka,Isadore Blacksland,0.09,-795430.74
744,5/9/2020,house,413055.71,234545.12,Quillan Croyden,Donal Cutbush,Stanford Insall,0.02,178510.59
745,2/26/2021,townhouse,995909.95,985736.69,Marlo Brigden,Mallorie Millwater,Silvana Neagle,0.08,10173.26
746,10/1/2021,apartment,428306.25,852013.17,Tracie Julian,Errick Brownfield,Shandra Croson,0.04,-423706.92
747,3/17/2021,house,456286.51,765659.33,Blake Yeude,Forest Whittock,Morganne Gregorowicz,0.09,-309372.82
748,7/23/2020,condo,542485.53,136995.25,Dominik Nelthropp,Nanni Ibbett,Kizzee Burfield,0.04,405490.28
749,8/13/2020,condo,902750.27,681950.39,Rani Lamprey,Vinnie Marran,Brana Cobbold,0.09,220799.88
750,2/29/2020,townhouse,659794.04,434204.69,Kathe Flamank,Colene Tooth,Adoree Valadez,0.04,225589.35
751,9/22/2020,townhouse,368644.17,929611.45,Glyn Harradence,Adlai Chesswas,Sula Flaws,0.05,-560967.28
752,10/21/2020,condo,107916.16,250196.77,Ilsa Foard,Laverne Ivoshin,Blithe La Grange,0.07,-142280.61
753,4/23/2020,house,982795.67,66030.46,Mill Flagg,Allsun Dunford,Honoria Paskerful,0.09,916765.21
754,9/16/2020,townhouse,172828.74,54052.47,Bevin Pelos,Francisca Gillise,Ofelia Mallatratt,0.05,118776.27
755,1/30/2021,townhouse,328191.72,298796.97,Bord Whight,Jilli Lock,Arlan Smail,0.09,29394.75
756,5/28/2020,condo,338065.32,799304.58,Killian Ruckledge,Heath Pariso,Hurlee Brett,0.06,-461239.26
757,9/9/2021,apartment,429962.0,122229.39,Ursuline Sturge,Lazare Bondar,Micki Cleaveland,0.07,307732.61
758,4/5/2021,house,831519.84,60210.18,Pat Olyfant,Guenna Breede,Rasia Meeron,0.06,771309.66
759,2/9/2021,townhouse,333981.18,448259.95,Ricoriki Godsil,Wye Langlois,Loraine Branson,0.04,-114278.77
760,12/16/2020,townhouse,515603.22,767464.33,Ameline Scroyton,Karel Dutson,Isa Caughan,0.04,-251861.11
761,2/7/2021,condo,496713.49,852469.1,Herc Askin,Daloris Romke,Laurence Capey,0.09,-355755.61
762,7/27/2021,house,413688.87,350558.41,Rainer Fusco,Noam Karys,Cthrine Kollach,0.09,63130.46
763,5/10/2021,house,784916.99,815704.2,Agata Lowers,Rutter Cudworth,Simmonds Whitmore,0.08,-30787.21
764,12/2/2021,apartment,580672.28,115811.93,Bucky Orkney,Ivette Imloch,Georgine Cruddas,0.08,464860.35
765,8/13/2020,apartment,554410.4,603557.65,Anetta Malyon,Fields McMeeking,Phyllis Binder,0.08,-49147.25
766,2/28/2021,apartment,156102.68,950358.42,Kerr Trownson,Niles O'Luney,Mariam Denizet,0.07,-794255.74
767,6/19/2021,apartment,356726.54,630316.31,Minda Budgett,Glen Kaman,Cullin Degue,0.01,-273589.77
768,6/25/2021,house,519468.41,633474.85,Gretna Meddemmen,Rockie Barnsley,Vinita Heibl,0.05,-114006.44
769,7/9/2021,condo,132435.0,454861.24,Hyman Beebee,Rahel Blackater,Bondon Puller,0.04,-322426.24
770,9/13/2020,condo,600705.02,272455.74,Stevana Pressland,Baily Cruikshanks,Graehme Fitchet,0.06,328249.28
771,12/19/2021,house,640441.43,729830.32,Nancee Brackenridge,Morgen Southworth,Dotty Malyon,0.05,-89388.89
772,3/15/2021,house,747651.71,252919.61,Patricia Winn,Sephira Whitelock,Rosene Purvey,0.03,494732.1
773,8/27/2020,condo,625275.08,915519.08,Truda Spaldin,Wain Gainsboro,Blisse Warne,0.08,-290244.0
774,7/23/2021,house,888546.38,276524.05,Byrann Copestick,Redd De L'Isle,Thoma Silcocks,0.04,612022.33
775,4/5/2020,house,874229.46,678089.04,Olympie Shutte,Alicea Tolerton,Lari Antusch,0.06,196140.42
776,12/15/2020,townhouse,59703.63,323139.67,Nollie Kimmel,Garold Fownes,Filide Pitcaithly,0.05,-263436.04
777,1/12/2020,apartment,533031.5,532169.84,Claudelle Coopey,Beilul Crooke,Barrie Nattriss,0.02,861.66
778,7/27/2020,condo,856110.9,374682.83,Lanny Heinemann,Jeannette Coates,Blanca Hars,0.03,481428.07
779,1/17/2021,townhouse,967820.14,93874.12,Kissee Asif,Arabela Gallamore,Trey Killimister,0.07,873946.02
780,12/9/2021,townhouse,607675.41,726235.54,Zolly Eagle,Candice Vidineev,Mycah Dict,0.09,-118560.13
781,11/15/2020,townhouse,109459.34,209718.93,Che Gaveltone,Martie Goly,Sheila-kathryn Dericut,0.07,-100259.59
782,5/5/2021,apartment,560848.92,492484.57,Finley McNabb,Jade Olenikov,Doreen Piddock,0.07,68364.35
783,7/17/2021,apartment,594476.02,721853.89,Keane Filippone,Rodolphe Cicchetto,Lynelle Poulsom,0.06,-127377.87
784,7/18/2021,house,622824.79,251424.75,Leighton Tonbridge,Sisely Christer,Ruprecht Pearton,0.05,371400.04
785,6/8/2021,house,228469.19,371690.34,Frederica Shillan,Raff Seabrook,Gardy Gudahy,0.04,-143221.15
786,3/27/2021,house,879607.99,68360.36,Nikolia Duly,Orsa O'Dennehy,Mariya Friese,0.09,811247.63
787,11/11/2021,condo,177630.17,795768.18,Igor McNelly,Robbie Montacute,Astrid Bettenson,0.04,-618138.01
788,3/21/2021,house,684023.09,715063.03,Asher Pickerell,Meagan Dedham,Kerwin Hitzke,0.02,-31039.94
789,9/21/2021,house,685286.87,265134.17,Francesca Jewess,Margarita Sill,Had Drinkall,0.06,420152.7
790,6/3/2021,condo,357585.68,692194.4,Natale Gimbart,Eal Ornillos,Lavinia Rawcliffe,0.08,-334608.72
791,8/10/2020,apartment,862774.27,73949.97,Ondrea Corbyn,Maude Arkill,Maynord Merrigan,0.05,788824.3
792,4/9/2020,house,482205.59,755587.09,Sioux Bibey,Dinah Guiett,Gib Ettridge,0.04,-273381.5
793,8/5/2020,condo,449776.41,786103.24,Marlane Dovington,Barbara-anne Havoc,Gregor MacQueen,0.02,-336326.83
794,4/23/2020,condo,238098.23,773548.66,Tamra Drayson,Luci Rosenblath,Gabriela Allerton,0.05,-535450.43
795,11/20/2021,condo,746249.79,556477.63,Mirella Dwire,Joice Mainz,Becca Maryon,0.06,189772.16
796,11/30/2020,townhouse,385885.13,651655.23,Carolee Barnicott,Brok Vidler,Cindee Cawthera,0.04,-265770.1
797,2/15/2020,townhouse,957679.77,172589.21,Luciano Ethridge,Saundra Deverille,Ora Geeritz,0.05,785090.56
798,9/28/2020,house,837742.12,547654.56,Sibyl Butland,Katerine Scothorne,Randie Cleeves,0.09,290087.56
799,8/21/2020,apartment,278571.89,629763.5,Cornela Christophersen,Milzie Daubeny,Ignacius Frail,0.05,-351191.61
800,6/29/2020,house,214731.06,623081.62,Maressa Dobell,Pavlov Antonognoli,Kailey Belf,0.02,-408350.56
801,7/18/2021,house,76735.51,148707.76,Renelle Mingotti,Zola Mouth,Llywellyn Palser,0.02,-71972.25
802,8/23/2021,house,540860.96,658074.12,Derick Dooland,Brenn Arrighi,Gloriane Nutting,0.08,-117213.16
803,1/2/2021,condo,257895.17,647541.27,Arnie Yuryev,Muriel Fouldes,Laryssa Watkins,0.03,-389646.1
804,8/28/2020,condo,256618.21,622384.27,Forester Tootin,Morse Westcot,Garey Learmonth,0.07,-365766.06
805,2/14/2021,condo,962483.25,487887.32,Jock Orvis,Sheela Pickthall,Cordy Drance,0.09,474595.93
806,12/11/2021,apartment,905682.96,879457.97,Nikos Rummery,Malcolm Brazil,Jeth Pidgley,0.04,26224.99
807,3/25/2020,condo,925763.74,73002.08,Raynell Causey,Lorna Triner,Larry Errichiello,0.09,852761.66
808,12/3/2020,townhouse,498288.79,929719.21,Kile Kinder,Patty Brickwood,Gussy Creenan,0.09,-431430.42
809,6/8/2020,apartment,637162.59,229238.04,Ertha Foulkes,Paulette Godier,Sabrina Caspell,0.08,407924.55
810,6/14/2021,house,902571.99,142156.89,Julia Shatford,Caren Bassill,Ches Ghione,0.1,760415.1
811,5/22/2021,townhouse,368659.25,583233.85,Emelda Soule,Gardie Cypler,Meryl Stanes,0.03,-214574.6
812,8/13/2020,condo,714826.78,858210.15,Kingsly Peat,Earlie Castagneto,Fransisco Lilian,0.08,-143383.37
813,6/3/2021,townhouse,133399.54,425163.39,Glendon Butland,Valeda Corley,Kirby Picopp,0.07,-291763.85
814,4/29/2021,townhouse,192881.19,211030.28,Van Mapledoram,Faythe Callender,Mitchel Deane,0.08,-18149.09
815,11/5/2020,apartment,221511.13,987664.49,Ruperto Wishkar,Valentin Mummery,Bernette Haton,0.04,-766153.36
816,9/22/2020,apartment,416219.05,791621.42,Deeanne Zelland,Jaquenetta Critzen,Thaddeus Graffham,0.09,-375402.37
817,5/18/2020,townhouse,520372.25,513025.53,Dick Laval,Kore O'Clery,Sargent Caller,0.01,7346.72
818,9/7/2020,house,482907.9,302307.14,Jenda Ingall,Jeannette Takkos,Morty Lusted,0.1,180600.76
819,4/16/2021,condo,621861.97,663914.09,Lida Marchington,Mavra Andreuzzi,Edgard Etuck,0.08,-42052.12
820,5/13/2021,house,925365.52,525854.23,Gerrie Canario,Mellisa Alexandrescu,Ronald Carruth,0.05,399511.29
821,9/3/2020,condo,811212.27,526477.47,Antonia Sherburn,Pedro Aberkirdo,Ugo Darque,0.05,284734.8
822,11/20/2020,townhouse,941318.88,561379.94,Abdel Bucklee,Cozmo Lardiner,Blondelle Tunnah,0.09,379938.94
823,12/30/2020,house,718209.38,730821.7,Roseanna Galliver,Ashlee Rockliffe,Sanford Snaddon,0.05,-12612.32
824,9/18/2020,apartment,610472.4,65652.35,Ashlie Pree,Myrlene Tampin,Mag Gimert,0.05,544820.05
825,9/28/2020,apartment,347034.86,200941.72,Karlyn Klimpt,Ofelia Brosi,Sisile Marjanovic,0.07,146093.14
826,8/28/2021,house,131927.73,426957.87,Danila Dennistoun,Brandice Nijssen,Lorrayne Forson,0.05,-295030.14
827,4/29/2020,condo,242023.44,165777.92,Shae Deniseau,Flore Stainton - Skinn,Elinor Fairlaw,0.03,76245.52
828,10/31/2021,condo,415881.78,105410.2,Frazier Raddin,Filia Goudie,Tito Pidcock,0.06,310471.58
829,1/24/2021,apartment,756507.74,850521.08,Zea Hellwing,Lilllie Pellingar,Cleon Joly,0.04,-94013.34
830,2/10/2020,apartment,642022.94,891721.31,Stace Semrad,Dominic Gother,Jecho Pozzo,0.07,-249698.37
831,2/19/2021,house,488541.38,806929.06,Thor Hursthouse,Garrott Farloe,Norrie Gowlett,0.06,-318387.68
832,12/2/2020,apartment,144626.11,943769.14,Friedrich Topliss,Zonnya McGahey,Evvie Reiners,0.08,-799143.03
833,6/25/2021,condo,403597.37,608495.32,Pate Dafydd,Corrie Connachan,Fredek Sims,0.02,-204897.95
834,8/12/2020,townhouse,729704.57,896697.59,Nathalia Rizziello,Milty Boulder,Lu Barwell,0.04,-166993.02
835,9/26/2021,condo,855689.9,342777.15,Heindrick Hovee,Aleta Grayshan,Phillipe Dransfield,0.03,512912.75
836,10/5/2021,apartment,780524.18,224284.98,Ricky Lowdyane,Max De Rye Barrett,Beale Nolli,0.06,556239.2
837,2/27/2020,townhouse,600997.93,256577.19,Corbin Wattins,Juditha Igounet,Yoko Wellstead,0.09,344420.74
838,4/27/2020,townhouse,786466.2,342046.08,Octavia Pally,Kenyon Ogden,Charmane Giberd,0.05,444420.12
839,6/8/2021,house,322029.3,699240.19,Lindon Conklin,Natasha Kindleysides,Jerrie Cowlam,0.05,-377210.89
840,7/16/2020,condo,289944.66,775113.1,Elyn Gullen,Guillermo Goodlad,Lowe Bedward,0.01,-485168.44
841,9/24/2020,townhouse,763785.5,786971.99,Amandie Folomkin,Antonella Urridge,Marrissa Scrowton,0.06,-23186.49
842,3/9/2020,condo,792821.15,101719.23,Emilio Lammenga,Rhoda Faux,Kirbee Nesfield,0.06,691101.92
843,10/19/2020,condo,274042.76,850298.79,Gisela Celiz,Jolyn Gawthorp,Tommie Valek,0.02,-576256.03
844,10/19/2020,townhouse,437041.6,337204.82,Mickie Jirousek,Kyla Matyushonok,Florri Chapleo,0.05,99836.78
845,11/25/2021,apartment,513202.21,314434.19,Culver Charpling,Oralia Pedroni,Janaya Kebell,0.02,198768.02
846,3/4/2020,townhouse,700688.13,862830.08,Keane Charlet,Titus Humphery,Conchita Gertray,0.09,-162141.95
847,8/31/2020,townhouse,296049.32,655343.46,Pamelina Eadmeads,Legra Lelliott,Quentin Van der Velden,0.07,-359294.14
848,9/28/2020,condo,765655.84,788270.99,Flory Birden,Justen Skain,Carleton Kleimt,0.03,-22615.15
849,2/24/2020,house,303407.29,594481.53,Hadleigh Getty,Valina Ponsford,Rufe Rabbatts,0.02,-291074.24
850,3/11/2021,townhouse,471239.12,618070.09,Fulton Dumingos,Malanie Haughan,Rora Burtwhistle,0.02,-146830.97
851,7/31/2020,house,223877.91,534346.03,Elna Lucien,Willow Cresar,Keary Mannion,0.02,-310468.12
852,7/23/2021,apartment,671698.74,135960.28,Sydel Yeeles,Kettie Chastelain,Hendrik Gyde,0.04,535738.46
853,11/20/2020,condo,529043.42,846972.85,Jan Lapslie,Mindy Schimpke,Jacinda Ryce,0.1,-317929.43
854,9/15/2020,townhouse,177395.36,860609.32,Audre Stribbling,Ilaire Cuttle,Ray Dehn,0.04,-683213.96
855,11/30/2020,condo,150811.72,534252.75,Jere Smalecombe,Eolanda Castree,Lian Jennens,0.02,-383441.03
856,2/24/2020,condo,171797.36,166447.5,Prudi Coch,Ella O'Cuddie,Felita Layus,0.06,5349.86
857,6/29/2021,townhouse,954491.54,667302.42,Gary Labrenz,Andre Swaffield,Hersh Gleave,0.08,287189.12
858,3/22/2020,apartment,490269.78,513098.1,Seth Rapkins,Caspar Portman,Alyssa Loble,0.04,-22828.32
859,3/20/2021,house,80076.08,882437.59,Codee Hague,Adella Mish,Sidoney Dmitrievski,0.03,-802361.51
860,2/16/2020,townhouse,779637.37,407224.31,Yves Mapples,Aileen Danniel,Brinna Yanshinov,0.05,372413.06
861,3/8/2020,condo,670515.36,584809.18,Chanda Jennick,Georgia Dwerryhouse,Farris Seyffert,0.07,85706.18
862,2/17/2020,condo,590204.96,547154.33,Erna Anersen,Edgardo Sirey,Corilla Conisbee,0.07,43050.63
863,10/13/2021,house,644713.95,787127.77,Chen Mewett,Aldis Finlater,Norbert Penquet,0.04,-142413.82
864,9/7/2021,condo,668412.78,895141.47,Hester Bowsher,Hedvig Lowten,Quinton Cusick,0.03,-226728.69
865,3/17/2021,house,765972.22,338692.68,Celestyn Maund,Mandy Brinkley,Madella Vaudrey,0.08,427279.54
866,6/28/2021,condo,875182.29,633828.32,Ginni Cullerne,Elysha Giacoboni,Amalee Schwand,0.09,241353.97
867,3/30/2020,townhouse,858843.13,124618.45,Ardene Edmands,Rad Fruser,Alexia Coster,0.07,734224.68
868,7/9/2020,condo,810056.09,343435.44,Rivalee Routledge,Leigha Matchett,Marguerite Stuttard,0.06,466620.65
869,8/23/2021,condo,482133.75,603779.65,Eugine Ciciura,Simmonds Smithin,Dale Giuroni,0.03,-121645.9
870,11/27/2020,apartment,495680.66,227617.1,Luelle Sholem,Isa Coltart,Marvin Dwyer,0.07,268063.56
871,1/27/2020,townhouse,527480.12,219359.21,Chery Paton,Torrie Camelin,Jaymie Castanho,0.03,308120.91
872,5/16/2021,townhouse,405237.08,76776.87,Ashly Hinnerk,Emerson Whinney,Karoly Keddey,0.07,328460.21
873,3/2/2020,condo,529539.53,273740.13,Stephanus Stennet,Brandise Forsdyke,Karlyn Francom,0.06,255799.4
874,1/3/2020,townhouse,132570.96,721419.75,Odele Stringfellow,Leisha Corner,Toddie Taylor,0.04,-588848.79
875,8/23/2020,townhouse,176791.1,572384.73,Maurise Columbell,Estrella Schoffel,Yank Mullaly,0.1,-395593.63
876,10/16/2020,apartment,777633.4,759283.15,Tyrus Warfield,Guglielmo Bisco,Germana Brash,0.07,18350.25
877,6/28/2021,condo,900075.58,877850.09,Nico Godley,Ida Gernier,Rorie Poznan,0.02,22225.49
878,10/18/2021,townhouse,972228.42,66551.34,Kaspar Growden,Tybi Ree,Ced Bernardy,0.08,905677.08
879,6/20/2021,apartment,496478.72,655916.98,Ken Owbrick,Rosanne Egleton,Armstrong Lukins,0.08,-159438.26
880,8/16/2020,condo,736543.56,422681.48,Giulietta Dering,Cesaro Carlett,Norbie Sperry,0.05,313862.08
881,5/31/2020,house,80830.12,903266.71,Arly Eloy,Massimo Gullefant,Addy Airton,0.05,-822436.59
882,5/2/2020,condo,99886.49,411315.02,Poul Bumfrey,Jolene McMichan,Adelice Llewellyn,0.05,-311428.53
883,4/16/2021,house,892053.7,95610.32,Audrye Dutson,Aubry Prophet,Willa Dinzey,0.04,796443.38
884,1/20/2020,house,857009.34,378619.68,Giana Comelini,Johny Ansell,Felicity Curedell,0.1,478389.66
885,9/8/2020,townhouse,794163.01,162796.66,Mitchel Schoenleiter,Hercule Gerlts,Melisse Fursse,0.08,631366.35
886,7/14/2020,house,695585.37,480462.18,Susanna Twinbourne,Jaquelyn Bonafant,Jens Hathway,0.08,215123.19
887,12/5/2021,house,54555.24,192569.19,Marnie Leddy,Cassandry Howgego,Tani Carlaw,0.01,-138013.95
888,9/26/2020,townhouse,418864.08,239739.69,Viviyan Pinn,Annabella Lunt,Daune Edling,0.07,179124.39
889,9/9/2021,house,425394.32,486724.29,Bob Bohling,Heath Giraudou,Israel Kingwell,0.02,-61329.97
890,1/20/2021,house,699367.68,793232.28,Chere Roddy,Kimberli Burmingham,Lurleen McDell,0.07,-93864.6
891,9/11/2020,house,959545.54,94493.56,Peyton Cholomin,Ermina Cutmare,Alexei Langfitt,0.09,865051.98
892,7/5/2021,house,454761.55,316508.17,Tremayne Prandy,Urbain Raecroft,Ethelind Goreway,0.09,138253.38
893,6/18/2021,house,590456.73,622080.26,Stephan Devigne,Tye Boldock,Ripley Corkell,0.05,-31623.53
894,3/16/2020,house,974789.05,62465.22,Neddy Pow,Kaleena Hedges,Claudius Worral,0.08,912323.83
895,1/26/2020,condo,63765.76,374687.58,Julie McCutcheon,Luce Boyse,Phaidra Sawood,0.09,-310921.82
896,4/3/2021,apartment,808079.24,748387.61,Leonhard Karolovsky,Adria Jamot,Hatti Goney,0.04,59691.63
897,1/18/2020,house,340267.89,903412.98,Kippy Vanichev,Selma Finnimore,Angy Burbury,0.02,-563145.09
898,6/18/2020,townhouse,900967.61,860049.7,Kaja Turbern,Lindsey Henner,Nicki Joscelin,0.01,40917.91
899,1/14/2020,apartment,464327.05,390959.16,Ibby Petto,Mikey Laying,Welby Goodlake,0.03,73367.89
900,4/18/2020,apartment,665777.9,455409.79,Scarlett Leaton,Delmer Braunston,Othella Zink,0.01,210368.11
901,2/2/2021,townhouse,415381.94,348760.95,Ansley Drable,Malanie Gravenall,Moritz Radford,0.04,66620.99
902,5/29/2020,condo,177558.44,477818.91,Fanchon Lorrimer,Maryellen Bagniuk,Eden Kerman,0.01,-300260.47
903,6/30/2021,apartment,775345.73,904904.28,Elsie Catlin,Theo Eidler,Windham Albiston,0.08,-129558.55
904,2/1/2020,condo,83177.61,498353.13,Hayes Myner,Hildagarde Ferrierio,Vanya Gerrad,0.07,-415175.52
905,6/13/2020,condo,341358.87,880002.08,Kelwin Bennetto,Salli Vasilyonok,Garvy Tufts,0.08,-538643.21
906,2/1/2020,house,486703.42,321061.42,Reggie Blackett,Marion Bridger,Tailor Giorgione,0.06,165642.0
907,12/12/2021,apartment,74037.74,990066.57,Kienan Lagne,Lucas Braunton,Mariann Grunwald,0.09,-916028.83
908,2/2/2020,townhouse,503714.91,713428.98,Trescha Holleworth,Vidovik Koppel,Salomo Walbridge,0.02,-209714.07
909,9/25/2020,condo,288164.8,804696.76,Laney Dalgliesh,Andre Sirmond,Cristie Marley,0.05,-516531.96
910,12/27/2020,apartment,678792.82,535836.51,Andy Iacopo,Stephenie Musgrave,Manfred Boanas,0.05,142956.31
911,10/24/2021,house,222132.58,358676.78,Hamel Baleine,Stella Gindghill,Valaree Scarth,0.09,-136544.2
912,10/28/2021,condo,199624.71,616549.71,Chadd Prebble,Karl Brambill,Lowrance Jaksic,0.06,-416925.0
913,6/11/2020,townhouse,393282.15,196873.28,Mildred Stockle,Yoshi Silverston,Ganny Jickells,0.1,196408.87
914,7/12/2020,house,719893.44,671030.12,Ainslee Vibert,Ellsworth Knight,Hamlen Siemons,0.07,48863.32
915,4/6/2021,townhouse,511846.59,844756.32,Galen Wadsworth,Noellyn Dietzler,Kerk Dunsire,0.09,-332909.73
916,2/5/2020,apartment,364614.5,500404.22,Jillene Heggison,Miof mela Canner,Nonah Whatmough,0.09,-135789.72
917,3/29/2020,townhouse,553857.66,479470.27,Callean Burnard,Brittni Ferruzzi,Demetria Carthew,0.02,74387.39
918,8/24/2021,condo,948579.59,948561.11,Ferdinand Predohl,North Balog,Stefania Fegan,0.02,18.48
919,12/12/2020,condo,63707.44,372953.08,Ginger Gocher,Eldon Hearmon,Renato Chasney,0.01,-309245.64
920,4/16/2021,condo,392376.95,552295.22,Denise Ogdahl,Dusty Moreing,Tobe Eidler,0.05,-159918.27
921,7/16/2020,apartment,485555.06,520270.02,Fidelio Loines,Constancia Batalle,Astrix Bellenger,0.06,-34714.96
922,9/4/2021,house,212057.65,240077.48,Wyatt Fippe,Adelaide Mulford,Jacquenetta Seabrocke,0.08,-28019.83
923,9/24/2020,apartment,892013.46,782894.89,Sukey Brisset,Friedrich Jerrand,Penny Galvan,0.05,109118.57
924,3/29/2021,apartment,220161.62,558756.95,Anjela Mogenot,Angelita Korba,Ilysa Matijevic,0.01,-338595.33
925,5/15/2021,house,786849.97,471736.95,Katerina Blaszkiewicz,Ileane Brownsett,Myrta Triplett,0.04,315113.02
926,8/8/2020,townhouse,992133.32,883961.6,Ethelind Littley,Nickie Baswall,Ives Waleworke,0.08,108171.72
927,6/6/2021,townhouse,914000.76,695459.84,Montgomery Beckwith,Adriaens Kunzler,Conney Baxster,0.09,218540.92
928,8/21/2021,townhouse,702018.64,573147.7,Audrye Rosenberger,Wallace Purvis,Prisca Pawelek,0.07,128870.94
